625,2025
2325,3725
4025,5425
5725,7125
7425,8825
9125,10525
10825,12225
12525,13925
14225,15625
15925,23125
23424,24825
25125,26525
26825,28224
28525,29925
30225,32125
32425,39425
39725,41125
41425,42825
43125,44525
44825,46525
46825,48225
48525,49925
50225,57025
57325,58724
59025,60425
60725,62625
62925,74925
75225,76625
76925,78325
78625,80025
80325,81725
82025,83425
83725,85325
85625,90025
90325,93825
94125,95525
95825,97225
97525,98925
99225,100825
101125,102525
102825,109425
109725,111125
111425,112825
113125,114825
115125,116525
116824,118225
118524,119925
120225,124925
125225,128825
129125,130525
130825,132225
132525,134225
134525,135925
136225,137625
137925,139325
139625,144325
144625,148125
148425,149825
150125,155825
156125,157525
157825,163825
164125,165524
165825,167225
167525,172525
172825,174225
174525,175925
176225,182725
183024,184425
184725,186125
186424,187825
188125,189525
189825,191825
192125,196525
196825,200625
200925,202625
202925,204325
204625,206325
206625,208024
208325,209725
210025,216825
217125,218825
219125,220524
220825,222225
222525,224125
224425,226325
226625,228024
228325,234925
235225,236625
236925,238325
238625,240025
240325,241925
242225,243625
243924,250925
251225,252625
252925,254325
254625,256225
256525,258125
258425,259825
260125,266725
267025,268425
268725,270125
270425,271825
272125,273925
274225,275625
275925,282625
282925,284325
284625,286025
286325,288125
288425,289825
290125,291825
292125,298425
298725,300125
300425,302125
302425,304825
305125,307625
307925,312125
312425,316025
316325,317725
318025,319725
320025,321725
322025,323425
323725,330925
331225,332625
332924,334325
334625,336425
336725,343525
343825,347725
348025,349425
349724,351125
351425,353025
353325,354925
355225,359925
360225,363725
364025,365424
365725,367125
367425,368825
369125,371025
371325,372725
373025,377224
377525,381025
381325,382725
383025,384425
384724,386425
386725,388525
388825,390625
390925,397525
397825,399225
399525,400925
401225,402625
402924,404525
404825,406225
406525,407924
408225,414525
414825,416225
416525,417924
418225,419625
419925,421325
421625,423025
423325,427525
427825,431325
431625,433025
433325,434724
435025,436425
436725,438525
438825,445225
445525,446925
447224,449025
449325,450725
451025,452725
453025,457325
457625,461225
461525,462924
463225,464625
464925,466825
467125,469325
469625,475625
475925,477325
477625,479025
479325,484625
484925,491225
491525,492924
493225,494625
494925,496625
496925,498725
499025,500424
500725,507425
507725,509125
509425,511125
511425,512924
513225,514625
514925,521925
522224,523625
523925,525325
525625,527025
527325,528925
529225,530825
531125,535325
535625,539525
539825,541225
541525,543325
543625,545025
545325,547125
547425,554325
554625,556025
556325,557725
558025,559425
559725,561125
561425,562825
563125,567525
567825,571325
571625,573025
573325,575025
575325,577025
577325,578725
579025,585825
586125,587725
588025,589925
590225,593225
593525,600425
600725,602625
602925,604325
604625,606225
606525,608225
608525,609925
610225,616325
616625,618025
618325,619725
620025,621425
621725,623425
